  TEMPO #       VELOCID #                  POSICAO #              dv/dt #              dxdt
   99.6 #       540.6003555122187  #       101418.24673755268   # -9.50493024110253  # 540.6003555122187 
   99.7 #       539.6498624881084  #       101472.3067731039    # -9.504771441158345 # 539.6498624881084 
   99.8 #       538.6993853439926  #       101526.27175935272   # -9.504612924388118 # 538.6993853439926 
   99.9 #       537.7489240515538  #       101580.14169788711   # -9.504454690766096 # 537.7489240515538 
  100.0 #       536.7984785824772  #       101633.91659029227   # -9.504296740266577 # 536.7984785824772 
  100.1 #       535.8480489084506  #       101687.59643815052   # -9.504139072863904 # 535.8480489084506 
  100.2 #       534.8976350011642  #       101741.18124304137   # -9.50398168853247  # 534.8976350011642 
  100.3 #       533.947236832311   #       101794.67100654148   # -9.50382458724671  # 533.947236832311  
  100.4 #       532.9968543735863  #       101848.06573022471   # -9.503667768981112 # 532.9968543735863 
  100.5 #       532.0464875966882  #       101901.36541566208   # -9.503511233710203 # 532.0464875966882 
  100.6 #       531.0961364733172  #       101954.57006442174   # -9.503354981408568 # 531.0961364733172 
  100.7 #       530.1458009751764  #       102007.67967806908   # -9.50319901205083  # 530.1458009751764 
  100.8 #       529.1954810739713  #       102060.6942581666    # -9.503043325611662 # 529.1954810739713 
  100.9 #       528.2451767414102  #       102113.61380627399   # -9.502887922065783 # 528.2451767414102 
  101.0 #       527.2948879492036  #       102166.43832394814   # -9.50273280138796  # 527.2948879492036 
  101.1 #       526.3446146690648  #       102219.16781274306   # -9.50257796355301  # 526.3446146690648 
  101.2 #       525.3943568727094  #       102271.80227420997   # -9.502423408535794 # 525.3943568727094 
  101.3 #       524.4441145318558  #       102324.34170989724   # -9.502269136311217 # 524.4441145318558 
  101.4 #       523.4938876182247  #       102376.78612135042   # -9.50211514685423  # 523.4938876182247 
  101.5 #       522.5436761035393  #       102429.13551011225   # -9.501961440139844 # 522.5436761035393 
  101.6 #       521.5934799595253  #       102481.3898777226    # -9.501808016143103 # 521.5934799595253 
  101.7 #       520.643299157911   #       102533.54922571855   # -9.501654874839103 # 520.643299157911  
  101.8 #       519.6931336704271  #       102585.61355563435   # -9.501502016202984 # 519.6931336704271 
  101.9 #       518.7429834688068  #       102637.58286900139   # -9.501349440209939 # 518.7429834688068 
  102.0 #       517.7928485247858  #       102689.45716734827   # -9.501197146835207 # 517.7928485247858 
  102.1 #       516.8427288101022  #       102741.23645220076   # -9.501045136054064 # 516.8427288101022 
  102.2 #       515.8926242964968  #       102792.92072508177   # -9.500893407841838 # 515.8926242964968 
  102.3 #       514.9425349557126  #       102844.50998751142   # -9.500741962173919 # 514.9425349557126 
  102.4 #       513.9924607594952  #       102896.004241007     # -9.50059079902572  # 513.9924607594952 
  102.5 #       513.0424016795927  #       102947.40348708295   # -9.500439918372718 # 513.0424016795927 
  102.6 #       512.0923576877555  #       102998.7077272509    # -9.500289320190424 # 512.0923576877555 
  102.7 #       511.1423287557364  #       103049.91696301968   # -9.500139004454407 # 511.1423287557364 
  102.8 #       510.192314855291   #       103101.03119589525   # -9.499988971140276 # 510.192314855291  
  102.9 #       509.24231595817696 #       103152.05042738077   # -9.49983922022369  # 509.24231595817696
  103.0 #       508.2923320361546  #       103202.97465897659   # -9.499689751680354 # 508.2923320361546 
  103.1 #       507.3423630609866  #       103253.8038921802    # -9.499540565486015 # 507.3423630609866 
  103.2 #       506.392409004438   #       103304.53812848631   # -9.49939166161648  # 506.392409004438  
  103.3 #       505.44246983827634 #       103355.17736938676   # -9.499243040047585 # 505.44246983827634
  103.4 #       504.4925455342716  #       103405.72161637059   # -9.499094700755228 # 504.4925455342716 
  103.5 #       503.5426360641961  #       103456.17087092402   # -9.498946643715342 # 503.5426360641961 
  103.6 #       502.59274139982455 #       103506.52513453044   # -9.498798868903918 # 502.59274139982455
  103.7 #       501.64286151293413 #       103556.78440867043   # -9.498651376296987 # 501.64286151293413
  103.8 #       500.69299637530446 #       103606.94869482172   # -9.498504165870628 # 500.69299637530446
  103.9 #       499.7431459587174  #       103657.01799445925   # -9.49835723760096  # 499.7431459587174 
  104.0 #       498.7933102349573  #       103706.99230905513   # -9.498210591464161 # 498.7933102349573 
  104.1 #       497.8434891758109  #       103756.87164007862   # -9.49806422743645  # 497.8434891758109 
  104.2 #       496.89368275306725 #       103806.65598899621   # -9.497918145494092 # 496.89368275306725
  104.3 #       495.9438909385178  #       103856.34535727151   # -9.497772345613395 # 495.9438909385178 
  104.4 #       494.9941137039565  #       103905.93974636536   # -9.497626827770723 # 494.9941137039565 
  104.5 #       494.0443510211794  #       103955.43915773576   # -9.497481591942478 # 494.0443510211794 
  104.6 #       493.09460286198515 #       104004.84359283787   # -9.497336638105114 # 493.09460286198515
  104.7 #       492.14486919817466 #       104054.15305312407   # -9.497191966235128 # 492.14486919817466
  104.8 #       491.19515000155116 #       104103.3675400439    # -9.49704757630907  # 491.19515000155116
  104.9 #       490.24544524392024 #       104152.48705504405   # -9.496903468303527 # 490.24544524392024
  105.0 #       489.29575489708986 #       104201.51159956845   # -9.496759642195137 # 489.29575489708986
  105.1 #       488.34607893287034 #       104250.44117505815   # -9.49661609796059  # 488.34607893287034
  105.2 #       487.3964173230743  #       104299.27578295143   # -9.496472835576615 # 487.3964173230743 
  105.3 #       486.4467700395166  #       104348.01542468373   # -9.49632985501999  # 486.4467700395166 
  105.4 #       485.4971370540146  #       104396.66010168768   # -9.496187156267542 # 485.4971370540146 
  105.5 #       484.5475183383879  #       104445.20981539309   # -9.496044739296137 # 484.5475183383879 
  105.6 #       483.59791386445823 #       104493.66456722692   # -9.495902604082701 # 483.59791386445823
  105.7 #       482.64832360404995 #       104542.02435861337   # -9.495760750604191 # 482.64832360404995
  105.8 #       481.69874752898954 #       104590.28919097378   # -9.495619178837623 # 481.69874752898954
  105.9 #       480.74918561110576 #       104638.45906572668   # -9.495477888760053 # 480.74918561110576
  106.0 #       479.7996378222297  #       104686.53398428779   # -9.495336880348587 # 479.7996378222297 
  106.1 #       478.85010413419485 #       104734.51394807002   # -9.495196153580372 # 478.85010413419485
  106.2 #       477.9005845188368  #       104782.39895848343   # -9.495055708432607 # 477.9005845188368 
  106.3 #       476.95107894799355 #       104830.18901693531   # -9.494915544882538 # 476.95107894799355
  106.4 #       476.0015873935053  #       104877.88412483012   # -9.49477566290745  # 476.0015873935053 
  106.5 #       475.05210982721457 #       104925.48428356947   # -9.494636062484686 # 475.05210982721457
  106.6 #       474.1026462209661  #       104972.9894945522    # -9.494496743591624 # 474.1026462209661 
  106.7 #       473.1531965466069  #       105020.3997591743    # -9.494357706205692 # 473.1531965466069 
  106.8 #       472.2037607759863  #       105067.71507882896   # -9.494218950304374 # 472.2037607759863 
  106.9 #       471.2543388809559  #       105114.93545490656   # -9.494080475865182 # 471.2543388809559 
  107.0 #       470.3049308333694  #       105162.06088879466   # -9.493942282865696 # 470.3049308333694 
  107.1 #       469.3555366050828  #       105209.091381878     # -9.49380437128352  # 469.3555366050828 
  107.2 #       468.40615616795446 #       105256.02693553851   # -9.493666741096323 # 468.40615616795446
  107.3 #       467.45678949384484 #       105302.8675511553    # -9.493529392281811 # 467.45678949384484
  107.4 #       466.5074365546167  #       105349.61323010469   # -9.493392324817739 # 466.5074365546167 
  107.5 #       465.5580973221349  #       105396.26397376016   # -9.493255538681906 # 465.5580973221349 
  107.6 #       464.60877176826676 #       105442.81978349236   # -9.493119033852162 # 464.60877176826676
  107.7 #       463.65945986488157 #       105489.28066066919   # -9.492982810306396 # 463.65945986488157
  107.8 #       462.71016158385095 #       105535.64660665567   # -9.492846868022554 # 462.71016158385095
  107.9 #       461.7608768970487  #       105581.91762281406   # -9.492711206978617 # 461.7608768970487 
  108.0 #       460.81160577635086 #       105628.09371050376   # -9.492575827152622 # 460.81160577635086
  108.1 #       459.86234819363557 #       105674.1748710814    # -9.492440728522642 # 459.86234819363557
  108.2 #       458.9131041207833  #       105720.16110590076   # -9.492305911066808 # 458.9131041207833 
  108.3 #       457.9638735296766  #       105766.05241631283   # -9.49217137476329  # 457.9638735296766 
  108.4 #       457.01465639220027 #       105811.8488036658    # -9.492037119590304 # 457.01465639220027
  108.5 #       456.0654526802412  #       105857.55026930501   # -9.491903145526114 # 456.0654526802412 
  108.6 #       455.1162623656886  #       105903.15681457303   # -9.491769452549033 # 455.1162623656886 
  108.7 #       454.1670854204337  #       105948.66844080959   # -9.491636040637415 # 454.1670854204337 
  108.8 #       453.21792181636994 #       105994.08514935164   # -9.491502909769668 # 453.21792181636994
  108.9 #       452.268771525393   #       106039.40694153328   # -9.491370059924234 # 452.268771525393  
  109.0 #       451.31963451940055 #       106084.63381868582   # -9.49123749107961  # 451.31963451940055
  109.1 #       450.3705107702926  #       106129.76578213777   # -9.491105203214348 # 450.3705107702926 
  109.2 #       449.42140024997116 #       106174.8028332148    # -9.490973196307023 # 449.42140024997116
  109.3 #       448.47230293034045 #       106219.7449732398    # -9.490841470336273 # 448.47230293034045
  109.4 #       447.52321878330685 #       106264.59220353283   # -9.490710025280778 # 447.52321878330685
  109.5 #       446.5741477807788  #       106309.34452541116   # -9.490578861119271 # 446.5741477807788 
  109.6 #       445.62508989466687 #       106354.00194018924   # -9.490447977830517 # 445.62508989466687
  109.7 #       444.6760450968838  #       106398.5644491787    # -9.490317375393339 # 444.6760450968838 
  109.8 #       443.7270133593445  #       106443.03205368838   # -9.4901870537866   # 443.7270133593445 
  109.9 #       442.77799465396583 #       106487.40475502431   # -9.490057012989213 # 442.77799465396583
  110.0 #       441.8289889526669  #       106531.68255448971   # -9.489927252980134 # 441.8289889526669 
  110.1 #       440.8799962273689  #       106575.86545338498   # -9.489797773738372 # 440.8799962273689 
  110.2 #       439.93101644999507 #       106619.9534530077    # -9.489668575242968 # 439.93101644999507
  110.3 #       438.9820495924708  #       106663.9465546527    # -9.489539657473028 # 438.9820495924708 
  110.4 #       438.0330956267235  #       106707.84475961195   # -9.489411020407683 # 438.0330956267235 
  110.5 #       437.08415452468273 #       106751.64806917463   # -9.489282664026131 # 437.08415452468273
  110.6 #       436.1352262582801  #       106795.35648462709   # -9.489154588307603 # 436.1352262582801 
  110.7 #       435.18631079944936 #       106838.97000725292   # -9.489026793231378 # 435.18631079944936
  110.8 #       434.23740812012625 #       106882.48863833287   # -9.488899278776785 # 434.23740812012625
  110.9 #       433.28851819224855 #       106925.91237914488   # -9.488772044923195 # 433.28851819224855
  111.0 #       432.33964098775624 #       106969.24123096411   # -9.488645091650026 # 432.33964098775624
  111.1 #       431.39077647859125 #       107012.47519506289   # -9.488518418936744 # 431.39077647859125
  111.2 #       430.4419246366976  #       107055.61427271075   # -9.488392026762863 # 430.4419246366976 
  111.3 #       429.4930854340213  #       107098.65846517442   # -9.488265915107936 # 429.4930854340213 
  111.4 #       428.5442588425105  #       107141.60777371783   # -9.488140083951567 # 428.5442588425105 
  111.5 #       427.5954448341153  #       107184.46219960207   # -9.488014533273404 # 427.5954448341153 
  111.6 #       426.64664338078796 #       107227.22174408549   # -9.487889263053146 # 426.64664338078796
  111.7 #       425.69785445448264 #       107269.88640842357   # -9.48776427327053  # 425.69785445448264
  111.8 #       424.7490780271556  #       107312.45619386902   # -9.487639563905349 # 424.7490780271556 
  111.9 #       423.80031407076507 #       107354.93110167173   # -9.48751513493743  # 423.80031407076507
  112.0 #       422.85156255727134 #       107397.31113307881   # -9.487390986346654 # 422.85156255727134
  112.1 #       421.90282345863665 #       107439.59628933454   # -9.487267118112948 # 421.90282345863665
  112.2 #       420.95409674682537 #       107481.78657168041   # -9.487143530216281 # 420.95409674682537
  112.3 #       420.00538239380376 #       107523.8819813551    # -9.487020222636673 # 420.00538239380376
  112.4 #       419.0566803715401  #       107565.88251959448   # -9.486897195354187 # 419.0566803715401 
  112.5 #       418.1079906520047  #       107607.78818763164   # -9.48677444834893  # 418.1079906520047 
  112.6 #       417.15931320716976 #       107649.59898669684   # -9.486651981601057 # 417.15931320716976
  112.7 #       416.2106480090097  #       107691.31491801757   # -9.486529795090767 # 416.2106480090097 
  112.8 #       415.2619950295006  #       107732.93598281847   # -9.486407888798313 # 415.2619950295006 
  112.9 #       414.31335424062075 #       107774.46218232141   # -9.486286262703985 # 414.31335424062075
  113.0 #       413.36472561435033 #       107815.89351774547   # -9.486164916788123 # 413.36472561435033
  113.1 #       412.4161091226715  #       107857.2299903069    # -9.486043851031111 # 412.4161091226715 
  113.2 #       411.4675047375684  #       107898.47160121918   # -9.485923065413381 # 411.4675047375684 
  113.3 #       410.51891243102705 #       107939.61835169293   # -9.485802559915403 # 410.51891243102705
  113.4 #       409.5703321750355  #       107980.67024293603   # -9.485682334517708 # 409.5703321750355 
  113.5 #       408.6217639415837  #       108021.62727615354   # -9.485562389200865 # 408.6217639415837 
  113.6 #       407.6732077026636  #       108062.4894525477    # -9.485442723945482 # 407.6732077026636 
  113.7 #       406.72466343026906 #       108103.25677331796   # -9.485323338732218 # 406.72466343026906
  113.8 #       405.77613109639583 #       108143.92923966098   # -9.485204233541786 # 405.77613109639583
  113.9 #       404.82761067304165 #       108184.50685277062   # -9.485085408354937 # 404.82761067304165
  114.0 #       403.8791021322061  #       108224.98961383793   # -9.484966863152467 # 403.8791021322061 
  114.1 #       402.9306054458909  #       108265.37752405115   # -9.484848597915216 # 402.9306054458909 
  114.2 #       401.98212058609937 #       108305.67058459573   # -9.484730612624077 # 401.98212058609937
  114.3 #       401.03364752483697 #       108345.86879665434   # -9.484612907259988 # 401.03364752483697
  114.4 #       400.08518623411095 #       108385.97216140683   # -9.484495481803926 # 400.08518623411095
  114.5 #       399.13673668593054 #       108425.98068003023   # -9.484378336236919 # 399.13673668593054
  114.6 #       398.18829885230684 #       108465.89435369882   # -9.48426147054004  # 398.18829885230684
  114.7 #       397.2398727052528  #       108505.71318358406   # -9.484144884694409 # 397.2398727052528 
  114.8 #       396.2914582167834  #       108545.43717085458   # -9.484028578681187 # 396.2914582167834 
  114.9 #       395.34305535891525 #       108585.06631667625   # -9.483912552481588 # 395.34305535891525
  115.0 #       394.3946641036671  #       108624.60062221215   # -9.483796806076866 # 394.3946641036671 
  115.1 #       393.4462844230594  #       108664.04008862251   # -9.48368133944832  # 393.4462844230594 
  115.2 #       392.4979162891146  #       108703.38471706482   # -9.483566152577305 # 392.4979162891146 
  115.3 #       391.54955967385683 #       108742.63450869374   # -9.483451245445208 # 391.54955967385683
  115.4 #       390.6012145493123  #       108781.78946466112   # -9.483336618033471 # 390.6012145493123 
  115.5 #       389.65288088750896 #       108820.84958611605   # -9.483222270323573 # 389.65288088750896
  115.6 #       388.7045586604766  #       108859.81487420479   # -9.483108202297053 # 388.7045586604766 
  115.7 #       387.7562478402469  #       108898.68533007085   # -9.482994413935481 # 387.7562478402469 
  115.8 #       386.80794839885334 #       108937.46095485488   # -9.48288090522048  # 386.80794839885334
  115.9 #       385.8596603083313  #       108976.14174969475   # -9.48276767613372  # 385.8596603083313 
  116.0 #       384.9113835407179  #       109014.72771572559   # -9.482654726656914 # 384.9113835407179 
  116.1 #       383.9631180680522  #       109053.21885407966   # -9.48254205677182  # 383.9631180680522 
  116.2 #       383.014863862375   #       109091.61516588647   # -9.482429666460241 # 383.014863862375  
  116.3 #       382.066620895729   #       109129.9166522727    # -9.48231755570403  # 382.066620895729  
  116.4 #       381.11838914015857 #       109168.12331436228   # -9.482205724485084 # 381.11838914015857
  116.5 #       380.17016856771005 #       109206.2351532763    # -9.48209417278534  # 380.17016856771005
  116.6 #       379.22195915043153 #       109244.25217013307   # -9.481982900586788 # 379.22195915043153
  116.7 #       378.2737608603729  #       109282.17436604812   # -9.481871907871463 # 378.2737608603729 
  116.8 #       377.3255736695857  #       109320.00174213415   # -9.481761194621445 # 377.3255736695857 
  116.9 #       376.3773975501236  #       109357.7342995011    # -9.481650760818852 # 376.3773975501236 
  117.0 #       375.4292324740417  #       109395.37203925611   # -9.48154060644586  # 375.4292324740417 
  117.1 #       374.48107841339714 #       109432.9149625035    # -9.481430731484682 # 374.48107841339714
  117.2 #       373.5329353402487  #       109470.36307034484   # -9.481321135917579 # 373.5329353402487 
  117.3 #       372.5848032266569  #       109507.71636387886   # -9.481211819726859 # 372.5848032266569 
  117.4 #       371.6366820446842  #       109544.97484420153   # -9.481102782894874 # 371.6366820446842 
  117.5 #       370.6885717663947  #       109582.13851240599   # -9.480994025404023 # 370.6885717663947 
  117.6 #       369.74047236385434 #       109619.20736958263   # -9.480885547236745 # 369.74047236385434
  117.7 #       368.7923838091307  #       109656.18141681902   # -9.48077734837554  # 368.7923838091307 
  117.8 #       367.8443060742931  #       109693.06065519994   # -9.48066942880293  # 367.8443060742931 
  117.9 #       366.8962391314128  #       109729.84508580736   # -9.480561788501506 # 366.8962391314128 
  118.0 #       365.94818295256266 #       109766.53470972051   # -9.480454427453886 # 365.94818295256266
  118.1 #       365.00013750981725 #       109803.12952801576   # -9.480347345642747 # 365.00013750981725
  118.2 #       364.052102775253   #       109839.62954176674   # -9.480240543050805 # 364.052102775253  
  118.3 #       363.1040787209479  #       109876.03475204427   # -9.480134019660822 # 363.1040787209479 
  118.4 #       362.1560653189818  #       109912.34515991637   # -9.480027775455607 # 362.1560653189818 
  118.5 #       361.2080625414362  #       109948.56076644827   # -9.479921810418011 # 361.2080625414362 
  118.6 #       360.2600703603944  #       109984.68157270241   # -9.479816124530934 # 360.2600703603944 
  118.7 #       359.31208874794135 #       110020.70757973845   # -9.479710717777328 # 359.31208874794135
  118.8 #       358.36411767616363 #       110056.63878861324   # -9.479605590140173 # 358.36411767616363
  118.9 #       357.4161571171496  #       110092.47520038085   # -9.479500741602509 # 357.4161571171496 
  119.0 #       356.4682070429894  #       110128.21681609256   # -9.47939617214742  # 356.4682070429894 
  119.1 #       355.52026742577465 #       110163.86363679686   # -9.479291881758028 # 355.52026742577465
  119.2 #       354.57233823759884 #       110199.41566353943   # -9.479187870417512 # 354.57233823759884
  119.3 #       353.62441945055707 #       110234.8728973632    # -9.479084138109082 # 353.62441945055707
  119.4 #       352.67651103674615 #       110270.23533930824   # -9.478980684816008 # 352.67651103674615
  119.5 #       351.72861296826454 #       110305.50299041191   # -9.478877510521594 # 351.72861296826454
  119.6 #       350.78072521721236 #       110340.67585170874   # -9.478774615209197 # 350.78072521721236
  119.7 #       349.83284775569143 #       110375.75392423046   # -9.478671998862215 # 349.83284775569143
  119.8 #       348.8849805558052  #       110410.73720900604   # -9.47856966146409  # 348.8849805558052 
  119.9 #       347.9371235896588  #       110445.62570706161   # -9.478467602998318 # 347.9371235896588 
  120.0 #       346.98927682935897 #       110480.41941942058   # -9.478365823448435 # 346.98927682935897
  120.1 #       346.0414402470141  #       110515.11834710352   # -9.478264322798022 # 346.0414402470141 
  120.2 #       345.09361381473434 #       110549.72249112822   # -9.478163101030702 # 345.09361381473434
  120.3 #       344.1457975046313  #       110584.23185250969   # -9.47806215813015  # 344.1457975046313 
  120.4 #       343.1979912888183  #       110618.64643226015   # -9.477961494080086 # 343.1979912888183 
  120.5 #       342.25019513941027 #       110652.96623138903   # -9.47786110886427  # 342.25019513941027
  120.6 #       341.3024090285238  #       110687.19125090296   # -9.47776100246651  # 341.3024090285238 
  120.7 #       340.35463292827717 #       110721.32149180582   # -9.47766117487066  # 340.35463292827717
  120.8 #       339.4068668107901  #       110755.35695509864   # -9.47756162606062  # 339.4068668107901 
  120.9 #       338.45911064818404 #       110789.29764177972   # -9.477462356020338 # 338.45911064818404
  121.0 #       337.511364412582   #       110823.14355284454   # -9.477363364733797 # 337.511364412582  
  121.1 #       336.5636280761086  #       110856.89468928581   # -9.477264652185037 # 336.5636280761086 
  121.2 #       335.6159016108901  #       110890.55105209342   # -9.47716621835814  # 335.6159016108901 
  121.3 #       334.6681849890543  #       110924.1126422545    # -9.477068063237228 # 334.6681849890543 
  121.4 #       333.7204781827306  #       110957.5794607534    # -9.476970186806478 # 333.7204781827306 
  121.5 #       332.77278116404995 #       110990.95150857167   # -9.4768725890501   # 332.77278116404995
  121.6 #       331.8250939051449  #       111024.22878668808   # -9.476775269952357 # 331.8250939051449 
  121.7 #       330.8774163781497  #       111057.4112960786    # -9.47667822949756  # 330.8774163781497 
  121.8 #       329.9297485551999  #       111090.49903771642   # -9.476581467670064 # 329.9297485551999 
  121.9 #       328.9820904084329  #       111123.49201257194   # -9.476484984454265 # 328.9820904084329 
  122.0 #       328.0344419099875  #       111156.39022161278   # -9.4763887798346   # 328.0344419099875 
  122.1 #       327.086803032004   #       111189.19366580377   # -9.476292853795565 # 327.086803032004  
  122.2 #       326.13917374662446 #       111221.90234610697   # -9.476197206321691 # 326.13917374662446
  122.3 #       325.1915540259923  #       111254.51626348164   # -9.47610183739756  # 325.1915540259923 
  122.4 #       324.2439438422525  #       111287.03541888423   # -9.476006747007792 # 324.2439438422525 
  122.5 #       323.29634316755175 #       111319.45981326846   # -9.47591193513706  # 323.29634316755175
  122.6 #       322.34875197403807 #       111351.78944758522   # -9.47581740177008  # 322.34875197403807
  122.7 #       321.4011702338611  #       111384.02432278263   # -9.47572314689161  # 321.4011702338611 
  122.8 #       320.4535979191719  #       111416.16443980602   # -9.475629170486458 # 320.4535979191719 
  122.9 #       319.50603500212327 #       111448.20979959793   # -9.475535472539471 # 319.50603500212327
  123.0 #       318.5584814548693  #       111480.16040309814   # -9.47544205303555  # 318.5584814548693 
  123.1 #       317.6109372495658  #       111512.01625124362   # -9.475348911959633 # 317.6109372495658 
  123.2 #       316.6634023583698  #       111543.77734496858   # -9.47525604929671  # 316.6634023583698 
  123.3 #       315.7158767534401  #       111575.44368520442   # -9.475163465031809 # 315.7158767534401 
  123.4 #       314.76836040693695 #       111607.01527287975   # -9.475071159150009 # 314.76836040693695
  123.5 #       313.82085329102193 #       111638.49210892044   # -9.474979131636433 # 313.82085329102193
  123.6 #       312.8733553778583  #       111669.87419424954   # -9.474887382476247 # 312.8733553778583 
  123.7 #       311.92586663961066 #       111701.16152978732   # -9.474795911654667 # 311.92586663961066
  123.8 #       310.9783870484452  #       111732.35411645129   # -9.474704719156945 # 310.9783870484452 
  123.9 #       310.0309165765295  #       111763.45195515612   # -9.474613804968389 # 310.0309165765295 
  124.0 #       309.0834551960326  #       111794.45504681377   # -9.474523169074345 # 309.0834551960326 
  124.1 #       308.13600287912516 #       111825.36339233338   # -9.474432811460211 # 308.13600287912516
  124.2 #       307.1885595979791  #       111856.1769926213    # -9.47434273211142  # 307.1885595979791 
  124.3 #       306.241125324768   #       111886.8958485811    # -9.474252931013458 # 306.241125324768  
  124.4 #       305.2937000316667  #       111917.51996111358   # -9.474163408151858 # 305.2937000316667 
  124.5 #       304.34628369085146 #       111948.04933111674   # -9.474074163512187 # 304.34628369085146
  124.6 #       303.39887627450025 #       111978.48395948582   # -9.47398519708007  # 303.39887627450025
  124.7 #       302.4514777547922  #       112008.82384711326   # -9.473896508841168 # 302.4514777547922 
  124.8 #       301.5040881039081  #       112039.06899488874   # -9.473808098781193 # 301.5040881039081 
  124.9 #       300.55670729403    #       112069.21940369914   # -9.4737199668859   # 300.55670729403   
  125.0 #       299.6093352973414  #       112099.27507442854   # -9.473632113141086 # 299.6093352973414 
  125.1 #       298.6619720860273  #       112129.23600795827   # -9.4735445375326   # 298.6619720860273 
  125.2 #       297.71461763227404 #       112159.10220516687   # -9.473457240046335 # 297.71461763227404
  125.3 #       296.76727190826944 #       112188.8736669301    # -9.473370220668215 # 296.76727190826944
  125.4 #       295.8199348862026  #       112218.55039412093   # -9.47328347938423  # 295.8199348862026 
  125.5 #       294.87260653826417 #       112248.13238760956   # -9.473197016180405 # 294.87260653826417
  125.6 #       293.92528683664614 #       112277.61964826338   # -9.473110831042804 # 293.92528683664614
  125.7 #       292.97797575354184 #       112307.01217694704   # -9.473024923957553 # 292.97797575354184
  125.8 #       292.0306732611461  #       112336.3099745224    # -9.472939294910804 # 292.0306732611461 
  125.9 #       291.083379331655   #       112365.51304184852   # -9.472853943888769 # 291.083379331655  
  126.0 #       290.13609393726614 #       112394.62137978169   # -9.472768870877694 # 290.13609393726614
  126.1 #       289.1888170501784  #       112423.63498917542   # -9.47268407586388  # 289.1888170501784 
  126.2 #       288.241548642592   #       112452.55387088044   # -9.472599558833664 # 288.241548642592  
  126.3 #       287.2942886867087  #       112481.37802574469   # -9.472515319773432 # 287.2942886867087 
  126.4 #       286.34703715473137 #       112510.10745461336   # -9.47243135866962  # 286.34703715473137
  126.5 #       285.3997940188644  #       112538.74215832884   # -9.472347675508702 # 285.3997940188644 
  126.6 #       284.4525592513135  #       112567.28213773073   # -9.4722642702772   # 284.4525592513135 
  126.7 #       283.5053328242858  #       112595.72739365586   # -9.472181142961679 # 283.5053328242858 
  126.8 #       282.55811470998964 #       112624.07792693829   # -9.472098293548752 # 282.55811470998964
  126.9 #       281.6109048806348  #       112652.33373840929   # -9.472015722025077 # 281.6109048806348 
  127.0 #       280.6637033084323  #       112680.49482889735   # -9.471933428377348 # 280.6637033084323 
  127.1 #       279.7165099655945  #       112708.56119922819   # -9.47185141259232  # 279.7165099655945 
  127.2 #       278.7693248243353  #       112736.53285022476   # -9.471769674656782 # 278.7693248243353 
  127.3 #       277.8221478568696  #       112764.4097827072    # -9.471688214557572 # 277.8221478568696 
  127.4 #       276.87497903541384 #       112792.19199749289   # -9.471607032281568 # 276.87497903541384
  127.5 #       275.92781833218567 #       112819.87949539642   # -9.471526127815698 # 275.92781833218567
  127.6 #       274.9806657194041  #       112847.47227722964   # -9.471445501146935 # 274.9806657194041 
  127.7 #       274.03352116928943 #       112874.97034380157   # -9.471365152262297 # 274.03352116928943
  127.8 #       273.0863846540632  #       112902.3736959185    # -9.471285081148842 # 273.0863846540632 
  127.9 #       272.1392561459483  #       112929.6823343839    # -9.471205287793678 # 272.1392561459483 
  128.0 #       271.19213561716896 #       112956.8962599985    # -9.471125772183957 # 271.19213561716896
  128.1 #       270.2450230399506  #       112984.01547356021   # -9.471046534306877 # 270.2450230399506 
  128.2 #       269.2979183865199  #       113011.0399758642    # -9.470967574149679 # 269.2979183865199 
  128.3 #       268.3508216291049  #       113037.96976770286   # -9.470888891699646 # 268.3508216291049 
  128.4 #       267.403732739935   #       113064.80484986577   # -9.470810486944112 # 267.403732739935  
  128.5 #       266.45665169124055 #       113091.54522313976   # -9.470732359870453 # 266.45665169124055
  128.6 #       265.5095784552535  #       113118.19088830889   # -9.470654510466094 # 265.5095784552535 
  128.7 #       264.5625130042069  #       113144.74184615441   # -9.470576938718498 # 264.5625130042069 
  128.8 #       263.61545531033505 #       113171.19809745484   # -9.470499644615176 # 263.61545531033505
  128.9 #       262.6684053458735  #       113197.55964298587   # -9.470422628143684 # 262.6684053458735 
  129.0 #       261.72136308305915 #       113223.82648352046   # -9.470345889291622 # 261.72136308305915
  129.1 #       260.77432849413    #       113249.99861982877   # -9.470269428046642 # 260.77432849413   
  129.2 #       259.8273015513253  #       113276.07605267818   # -9.470193244396429 # 259.8273015513253 
  129.3 #       258.8802822268857  #       113302.05878283331   # -9.47011733832872  # 258.8802822268857 
  129.4 #       257.9332704930528  #       113327.946811056     # -9.470041709831298 # 257.9332704930528 
  129.5 #       256.9862663220697  #       113353.7401381053    # -9.469966358891986 # 256.9862663220697 
  129.6 #       256.0392696861805  #       113379.43876473751   # -9.469891285498656 # 256.0392696861805 
  129.7 #       255.09228055763063 #       113405.04269170613   # -9.469816489639225 # 255.09228055763063
  129.8 #       254.14529890866672 #       113430.55191976189   # -9.46974197130165  # 254.14529890866672
  129.9 #       253.19832471153654 #       113455.96644965275   # -9.46966773047394  # 253.19832471153654
  130.0 #       252.25135793848915 #       113481.28628212391   # -9.469593767144142 # 252.25135793848915
  130.1 #       251.30439856177475 #       113506.51141791776   # -9.469520081300352 # 251.30439856177475
