  TEMPO #       VELOCID #                  POSICAO #              dv/dt #              dxdt
  183.0 #       -249.28643019747042 #       113584.84586931946   # -9.46929126184411  # -249.28643019747042
  183.1 #       -250.23335932365484 #       113559.9172262997    # -9.46936407895025  # -250.23335932365484
  183.2 #       -251.18029573154988 #       113534.89389036734   # -9.469437173501158 # -251.18029573154988
  183.3 #       -252.12723944889999 #       113509.77586079418   # -9.46951054550858  # -252.12723944889999
  183.4 #       -253.07419050345084 #       113484.56313684929   # -9.469584194984312 # -253.07419050345084
  183.5 #       -254.02114892294927 #       113459.25571779895   # -9.469658121940196 # -254.02114892294927
  183.6 #       -254.96811473514327 #       113433.85360290666   # -9.469732326388108 # -254.96811473514327
  183.7 #       -255.91508796778209 #       113408.35679143315   # -9.469806808339978 # -255.91508796778209
  183.8 #       -256.86206864861606 #       113382.76528263638   # -9.469881567807777 # -256.86206864861606
  183.9 #       -257.80905680539684 #       113357.07907577151   # -9.469956604803526 # -257.80905680539684
  184.0 #       -258.7560524658772 #       113331.29817009097   # -9.470031919339286 # -258.7560524658772
  184.1 #       -259.7030556578111 #       113305.42256484438   # -9.47010751142716  # -259.7030556578111
  184.2 #       -260.6500664089538 #       113279.4522592786    # -9.470183381079305 # -260.6500664089538
  184.3 #       -261.59708474706173 #       113253.3872526377    # -9.470259528307917 # -261.59708474706173
  184.4 #       -262.54411069989254 #       113227.22754416299   # -9.470335953125236 # -262.54411069989254
  184.5 #       -263.49114429520506 #       113200.973133093     # -9.470412655543551 # -263.49114429520506
  184.6 #       -264.4381855607594 #       113174.62401866347   # -9.470489635575191 # -264.4381855607594
  184.7 #       -265.3852345243169 #       113148.1802001074    # -9.470566893232535 # -265.3852345243169
  184.8 #       -266.33229121364013 #       113121.64167665497   # -9.470644428528002 # -266.33229121364013
  184.9 #       -267.27935565649295 #       113095.0084475336    # -9.470722241474062 # -267.27935565649295
  185.0 #       -268.22642788064036 #       113068.28051196795   # -9.470800332083222 # -268.22642788064036
  185.1 #       -269.17350791384865 #       113041.4578691799    # -9.470878700368043 # -269.17350791384865
  185.2 #       -270.12059578388545 #       113014.54051838852   # -9.470957346341125 # -270.12059578388545
  185.3 #       -271.06769151851955 #       112987.52845881012   # -9.471036270015107 # -271.06769151851955
  185.4 #       -272.0147951455211 #       112960.42168965827   # -9.47111547140269  # -272.0147951455211
  185.5 #       -272.96190669266133 #       112933.22021014371   # -9.47119495051661  # -272.96190669266133
  185.6 #       -273.909026187713  #       112905.92401947445   # -9.47127470736964  # -273.909026187713 
  185.7 #       -274.85615365844995 #       112878.53311685567   # -9.471354741974611 # -274.85615365844995
  185.8 #       -275.8032891326474 #       112851.04750148983   # -9.471435054344397 # -275.8032891326474
  185.9 #       -276.75043263808186 #       112823.46717257657   # -9.471515644491907 # -276.75043263808186
  186.0 #       -277.69758420253106 #       112795.79212931276   # -9.471596512430105 # -277.69758420253106
  186.1 #       -278.64474385377406 #       112768.0223708925    # -9.471677658171998 # -278.64474385377406
  186.2 #       -279.59191161959126 #       112740.15789650712   # -9.471759081730639 # -279.59191161959126
  186.3 #       -280.5390875277643 #       112712.19870534516   # -9.471840783119122 # -280.5390875277643
  186.4 #       -281.48627160607623 #       112684.14479659239   # -9.471922762350587 # -281.48627160607623
  186.5 #       -282.4334638823113 #       112655.99616943178   # -9.47200501943822  # -282.4334638823113
  186.6 #       -283.3806643842551 #       112627.75282304354   # -9.472087554395252 # -283.3806643842551
  186.7 #       -284.32787313969465 #       112599.41475660511   # -9.47217036723496  # -284.32787313969465
  186.8 #       -285.27509017641813 #       112570.98196929114   # -9.472253457970666 # -285.27509017641813
  186.9 #       -286.2223155222152 #       112542.4544602735    # -9.472336826615734 # -286.2223155222152
  187.0 #       -287.1695492048768 #       112513.83222872128   # -9.472420473183577 # -287.1695492048768
  187.1 #       -288.1167912521951 #       112485.1152738008    # -9.47250439768765  # -288.1167912521951
  187.2 #       -289.0640416919639 #       112456.30359467557   # -9.472588600141453 # -289.0640416919639
  187.3 #       -290.011300551978  #       112427.39719050637   # -9.472673080558536 # -290.011300551978 
  187.4 #       -290.9585678600339 #       112398.39606045117   # -9.472757838952488 # -290.9585678600339
  187.5 #       -291.90584364392913 #       112369.30020366516   # -9.472842875336944 # -291.90584364392913
  187.6 #       -292.85312793146284 #       112340.10961930077   # -9.472928189725586 # -292.85312793146284
  187.7 #       -293.8004207504354 #       112310.82430650762   # -9.473013782132146 # -293.8004207504354
  187.8 #       -294.74772212864866 #       112281.44426443258   # -9.473099652570387 # -294.74772212864866
  187.9 #       -295.6950320939057 #       112251.96949221971   # -9.473185801054132 # -295.6950320939057
  188.0 #       -296.6423506740111 #       112222.39998901032   # -9.473272227597239 # -296.6423506740111
  188.1 #       -297.5896778967708 #       112192.7357539429    # -9.473358932213618 # -297.5896778967708
  188.2 #       -298.53701378999216 #       112162.97678615323   # -9.473445914917217 # -298.53701378999216
  188.3 #       -299.4843583814839 #       112133.12308477423   # -9.47353317572204  # -299.4843583814839
  188.4 #       -300.4317116990561 #       112103.17464893608   # -9.473620714642122 # -300.4317116990561
  188.5 #       -301.37907377052034 #       112073.13147776618   # -9.473708531691553 # -301.37907377052034
  188.6 #       -302.3264446236895 #       112042.99357038912   # -9.473796626884464 # -302.3264446236895
  188.7 #       -303.27382428637793 #       112012.76092592675   # -9.473885000235036 # -303.27382428637793
  188.8 #       -304.22121278640145 #       111982.4335434981    # -9.473973651757493 # -304.22121278640145
  188.9 #       -305.1686101515772 #       111952.01142221947   # -9.474062581466095 # -305.1686101515772
  189.0 #       -306.1160164097238 #       111921.49456120431   # -9.474151789375162 # -306.1160164097238
  189.1 #       -307.0634315886613 #       111890.88295956333   # -9.47424127549905  # -307.0634315886613
  189.2 #       -308.01085571621115 #       111860.17661640447   # -9.474331039852164 # -308.01085571621115
  189.3 #       -308.95828882019634 #       111829.37553083284   # -9.474421082448949 # -308.95828882019634
  189.4 #       -309.90573092844124 #       111798.47970195083   # -9.474511403303897 # -309.90573092844124
  189.5 #       -310.8531820687716 #       111767.48912885798   # -9.474602002431553 # -310.8531820687716
  189.6 #       -311.80064226901476 #       111736.4038106511    # -9.474692879846497 # -311.80064226901476
  189.7 #       -312.7481115569994 #       111705.22374642419   # -9.47478403556336  # -312.7481115569994
  189.8 #       -313.6955899605557 #       111673.94893526849   # -9.474875469596816 # -313.6955899605557
  189.9 #       -314.6430775075154 #       111642.57937627244   # -9.474967181961583 # -314.6430775075154
  190.0 #       -315.5905742257115 #       111611.11506852169   # -9.47505917267243  # -315.5905742257115
  190.1 #       -316.53808014297874 #       111579.55601109912   # -9.475151441744158 # -316.53808014297874
  190.2 #       -317.48559528715316 #       111547.90220308483   # -9.475243989191632 # -317.48559528715316
  190.3 #       -318.4331196860723 #       111516.15364355611   # -9.475336815029747 # -318.4331196860723
  190.4 #       -319.3806533675753 #       111484.3103315875    # -9.475429919273449 # -319.3806533675753
  190.5 #       -320.3281963595026 #       111452.37226625075   # -9.475523301937733 # -320.3281963595026
  190.6 #       -321.2757486896964 #       111420.3394466148    # -9.47561696303763  # -321.2757486896964
  190.7 #       -322.22331038600015 #       111388.21187174584   # -9.47571090258822  # -322.22331038600015
  190.8 #       -323.17088147625896 #       111355.98954070723   # -9.475805120604637 # -323.17088147625896
  190.9 #       -324.11846198831944 #       111323.67245255961   # -9.475899617102046 # -324.11846198831944
  191.0 #       -325.06605195002965 #       111291.26060636078   # -9.475994392095668 # -325.06605195002965
  191.1 #       -326.0136513892392 #       111258.75400116578   # -9.476089445600763 # -326.0136513892392
  191.2 #       -326.9612603337993 #       111226.15263602686   # -9.47618477763264  # -326.9612603337993
  191.3 #       -327.9088788115626 #       111193.45650999348   # -9.476280388206652 # -327.9088788115626
  191.4 #       -328.85650685038325 #       111160.66562211233   # -9.476376277338195 # -328.85650685038325
  191.5 #       -329.80414447811705 #       111127.77997142728   # -9.476472445042715 # -329.80414447811705
  191.6 #       -330.7517917226213 #       111094.79955697947   # -9.476568891335697 # -330.7517917226213
  191.7 #       -331.69944861175486 #       111061.72437780722   # -9.476665616232681 # -331.69944861175486
  191.8 #       -332.64711517337815 #       111028.55443294604   # -9.476762619749243 # -332.64711517337815
  191.9 #       -333.5947914353531 #       110995.28972142871   # -9.476859901901008 # -333.5947914353531
  192.0 #       -334.5424774255432 #       110961.93024228518   # -9.476957462703645 # -334.5424774255432
  192.1 #       -335.4901731718136 #       110928.47599454262   # -9.47705530217287  # -335.4901731718136
  192.2 #       -336.43787870203084 #       110894.92697722543   # -9.477153420324441 # -336.43787870203084
  192.3 #       -337.3855940440633 #       110861.28318935524   # -9.477251817174169 # -337.3855940440633
  192.4 #       -338.3333192257807 #       110827.54462995083   # -9.477350492737903 # -338.3333192257807
  192.5 #       -339.2810542750545 #       110793.71129802825   # -9.47744944703154  # -339.2810542750545
  192.6 #       -340.22879921975766 #       110759.78319260075   # -9.47754868007102  # -340.22879921975766
  192.7 #       -341.17655408776477 #       110725.76031267877   # -9.477648191872335 # -341.17655408776477
  192.8 #       -342.124318906952  #       110691.64265727      # -9.477747982451515 # -342.124318906952 
  192.9 #       -343.0720937051972 #       110657.4302253793    # -9.477848051824635 # -343.0720937051972
  193.0 #       -344.0198785103796 #       110623.12301600877   # -9.477948400007822 # -344.0198785103796
  193.1 #       -344.9676733503804 #       110588.72102815773   # -9.478049027017247 # -344.9676733503804
  193.2 #       -345.9154782530821 #       110554.2242608227    # -9.478149932869119 # -345.9154782530821
  193.3 #       -346.863293246369  #       110519.6327129974    # -9.478251117579703 # -346.863293246369 
  193.4 #       -347.811118358127  #       110484.94638367275   # -9.4783525811653   # -347.811118358127 
  193.5 #       -348.7589536162435 #       110450.16527183694   # -9.47845432364226  # -348.7589536162435
  193.6 #       -349.7067990486077 #       110415.28937647532   # -9.478556345026984 # -349.7067990486077
  193.7 #       -350.6546546831104 #       110380.31869657047   # -9.478658645335909 # -350.6546546831104
  193.8 #       -351.60252054764396 #       110345.25323110215   # -9.478761224585522 # -351.60252054764396
  193.9 #       -352.5503966701025 #       110310.09297904739   # -9.47886408279236  # -352.5503966701025
  194.0 #       -353.49828307838175 #       110274.83793938038   # -9.478967219972994 # -353.49828307838175
  194.1 #       -354.44617980037907 #       110239.48811107254   # -9.47907063614405  # -354.44617980037907
  194.2 #       -355.3940868639935 #       110204.0434930925    # -9.479174331322199 # -355.3940868639935
  194.3 #       -356.3420042971257 #       110168.5040844061    # -9.479278305524149 # -356.3420042971257
  194.4 #       -357.2899321276781 #       110132.86988397638   # -9.479382558766668 # -357.2899321276781
  194.5 #       -358.2378703835548 #       110097.14089076362   # -9.479487091066549 # -358.2378703835548
  194.6 #       -359.18581909266146 #       110061.31710372526   # -9.479591902440657 # -359.18581909266146
  194.7 #       -360.13377828290555 #       110025.398521816     # -9.479696992905875 # -360.13377828290555
